;;;;;;;Qualcomm Venture, Norwest Venture Partners;Qualcomm ;Venture, Norwest Venture Partners
;;;;;;;Springboard Ventures;Springboard ;Ventures
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Sierra Ventures, Cota Capital, Vegas Tech Fund;Sierra ;Ventures, Cota Capital, Vegas Tech Fund
;;;;;;;Arihant Patni, RAAY Global Investments;Arihant ;Patni, RAAY Global Investments
;;;;;;;Alok Bajpai, Rajnish Kumar, Amit Dey;Alok ;Bajpai, Rajnish Kumar, Amit Dey
;;;;;;;Atul Jalan, Shrikanth & Bharath;Atul ;Jalan, Shrikanth & Bharath
;;;;;;;R Natarajan, Mohan Alexander;R ;Natarajan, Mohan Alexander
;;;;;;;Group of Angel investors;Group ;of Angel investors
;;;;;;;Group of Angel investors;Group ;of Angel investors
;;;;;;;Mumbai Angels, Mayank Bhangdia, Kae Capital;Mumbai ;Angels, Mayank Bhangdia, Kae Capital
;;;;;;;ID Enablers Pvt Ltd;ID ;Enablers Pvt Ltd
;;;;;;;;;
;;;;;;;Oswal Techno Ventures LLP;Oswal ;Techno Ventures LLP
;;;;;;;undisclosed private investors;undisclosed ;private investors
;;;;;;;OrbiMed, Pradip Dadha Group;OrbiMed, ;Pradip Dadha Group
;;;;;;;Tiger Global Management, Matrix Partners;Tiger ;Global Management, Matrix Partners
;;;;;;;Ventureworks India;Ventureworks ;India
;;;;;;;Unnamed investor;Unnamed ;investor
;;;;;;;India Quotient;India ;Quotient
;;;;;;;Sequoia Capital, Nexus Venture Partners;Sequoia ;Capital, Nexus Venture Partners
;;;;;;;Redcliffe Capital, YourNest Angel Fund;Redcliffe ;Capital, YourNest Angel Fund
;;;;;;;ah! Ventures, 500 Startups & Other HNIs;ah! ;Ventures, 500 Startups & Other HNIs
;;;;;;;S Chand and Co Pvt Ltd;S ;Chand and Co Pvt Ltd
;;;;;;;Jupiter Capital;Jupiter ;Capital
;;;;;;;Tracxn Syndicate;Tracxn ;Syndicate
;;;;;;;Accel Partner, Jungle Ventures;Accel ;Partner, Jungle Ventures
;;;;;;;Amit Singhal, PK Gulati & others;Amit ;Singhal, PK Gulati & others
;;;;;;;Unilazer Ventures;Unilazer ;Ventures
;;;;;;;Suresh Vaswani;Suresh ;Vaswani
;;;;;;;Rajesh Bhatia, Dheeraj Mehta & Others;Rajesh ;Bhatia, Dheeraj Mehta & Others
;;;;;;;Sequoia Capital, Matrix Partners;Sequoia ;Capital, Matrix Partners
;;;;;;;InnoVen Capital;InnoVen ;Capital
;;;;;;;;;
;;;;;;;Puneet Bhatia & others;Puneet ;Bhatia & others
;;;;;;;;;
;;;;;;;Tania Johny Palathinkal;Tania ;Johny Palathinkal
;;;;;;;;;
;;;;;;;Group of HNI investors;Group ;of HNI investors
;;;;;;;Reliance Capital;Reliance ;Capital
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Zodius Technology Fund, Khazanah Nasional Berhad;Zodius ;Technology Fund, Khazanah Nasional Berhad
;;;;;;;Warburg Pincus, Sequoia Capital, Norwest Venture Partners;Warburg ;Pincus, Sequoia Capital, Norwest Venture Partners
;;;;;;;Purvi Capital;Purvi ;Capital
;;;;;;;India Quotient & other investors;India ;Quotient & other investors
;;;;;;;WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital;WestBridge ;Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital
;;;;;;;CMYK Health Boutique Pvt Ltd & Other individual investors;CMYK ;Health Boutique Pvt Ltd & Other individual investors
;;;;;;;R M Picture Company Pvt. Ltd.;R ;M Picture Company Pvt. Ltd.
;;;;;;;Ashish Jhalani;Ashish ;Jhalani
;;;;;;;Karanpal Singh;Karanpal ;Singh
;;;;;;;Raghav Bahl, Ritu Kapur;Raghav ;Bahl, Ritu Kapur
;;;;;;;Nalin Jain, Shomil Pant, Dinesh Kundu & others;Nalin ;Jain, Shomil Pant, Dinesh Kundu & others
;;;;;;;Temasek, Vy Capital;Temasek, ;Vy Capital
;;;;;;;Acumen Fund;Acumen ;Fund
;;;;;;;Blume Ventures;Blume ;Ventures
;;;;;;;India Educational Investment Fund;India ;Educational Investment Fund
;;;;;;;India Educational Investment Fund;India ;Educational Investment Fund
;;;;;;;500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai;500;Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai
;;;;;;;Kalaari Capital, SAIF Partners, Beenextan investment fund;Kalaari ;Capital, SAIF Partners, Beenextan investment fund
;;;;;;;Nanadan Nilekani, InMobi, Paytm;Nanadan ;Nilekani, InMobi, Paytm
;;;;;;;Green House Ventures;Green ;House Ventures
;;;;;;;Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar;Ankush ;Nijhawan, Manish Dhingra, Gaurav Bhatnagar
;;;;;;;;;
;;;;;;;Subodh Gupta;Subodh ;Gupta
;;;;;;;Eight Road Ventures;Eight ;Road Ventures
;;;;;;;Ash Bhardwaj;Ash ;Bhardwaj
;;;;;;;Bessemer Venture Partners;Bessemer ;Venture Partners
;;;;;;;Eight Roads Ventures;Eight ;Roads Ventures
;;;;;;;Aarin Capital, Unitus Seed Fund;Aarin ;Capital, Unitus Seed Fund
;;;;;;;Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank;Falcon ;Edge Capital, NY based Hedge Fund, Tiger Global, Softbank
;;;;;;;Cataraman Ventures;Cataraman ;Ventures
;;;;;;;Helion Venture Partners, Exfinity Ventures;Helion ;Venture Partners, Exfinity Ventures
;;;;;;;Nandan Nilekani;Nandan ;Nilekani
;;;;;;;Anil Matai, Vikram Tandon, Shyam Sundar R & others;Anil ;Matai, Vikram Tandon, Shyam Sundar R & others
;;;;;;;Payal Syal;Payal ;Syal
;;;;;;;Sandeep Dama & Others;Sandeep ;Dama & Others
;;;;;;;Eight Roads Ventures;Eight ;Roads Ventures
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Oliphans Capital;Oliphans ;Capital
;;;;;;;Kalaari Capital;Kalaari ;Capital
;;;;;;;;;
;;;;;;;Khazanah Nasional Berhad, Helion Venture Partners;Khazanah ;Nasional Berhad, Helion Venture Partners
;;;;;;;High Networth Individuals (No details);High ;Networth Individuals (No details)
;;;;;;;Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh;Sachin ;Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh
;;;;;;;Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna;Accel ;Partners, Subrata Mitra, Larry Braitman, Venk Krishna
;;;;;;;;;
;;;;;;;Multiple investors;Multiple ;investors
;;;;;;;Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,;Aprameya ;Radhakrishna, Naman Sarawagi, Afsal Salu,
;;;;;;;Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast;Accel ;Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast
;;;;;;;;;
;;;;;;;Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra;Anand ;Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra
;;;;;;;500 Startups;500;Startups
;;;;;;;Prakhar Bumb;Prakhar ;Bumb
;;;;;;;Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards;Unitus ;Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards
;;;;;;;Kalaari Capital, YourNest Angel Fund;Kalaari ;Capital, YourNest Angel Fund
;;;;;;;Lead Angels;Lead ;Angels
;;;;;;;Karan Bajwa, Amanpreet Bajaj, Manish Vij;Karan ;Bajwa, Amanpreet Bajaj, Manish Vij
;;;;;;;Swarnim Multiventures;Swarnim ;Multiventures
;;;;;;;Bhavdeep Reddy;Bhavdeep ;Reddy
;;;;;;;;;
;;;;;;;Asha Jadeja Motwani & Others;Asha ;Jadeja Motwani & Others
;;;;;;;Rajat Malhotra;Rajat ;Malhotra
;;;;;;;Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others;Sharad ;Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others
;;;;;;;M&S Partners;M&S ;Partners
;;;;;;;William Bissell, Neeraj Aggarwal, Nandan Nilekani;William ;Bissell, Neeraj Aggarwal, Nandan Nilekani
;;;;;;;Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others;Phanindra ;Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others
;;;;;;;Raghav Bahl;Raghav ;Bahl
;;;;;;;500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham;500;Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham
;;;;;;;Infuse Ventures, The Chennai Angels;Infuse ;Ventures, The Chennai Angels
;;;;;;;Kanwaljit Singh, TV Mohandas Pai;Kanwaljit ;Singh, TV Mohandas Pai
;;;;;;;Astarc Ventures & Others;Astarc ;Ventures & Others
;;;;;;;500 Startups, Mato Peric & Others;500;Startups, Mato Peric & Others
;;;;;;;Didi Kuaidi;Didi ;Kuaidi
;;;;;;;Alibaba Group, Ant Financial;Alibaba ;Group, Ant Financial
;;;;;;;Tennenbaum Capital Partners & Others;Tennenbaum ;Capital Partners & Others
;;;;;;;Sequoia India, SAIF Partners.;Sequoia ;India, SAIF Partners.
;;;;;;;Mayank Singhal and others;Mayank ;Singhal and others
;;;;;;;The Chennai Angels;The ;Chennai Angels
;;;;;;;Uniqorn Ventures;Uniqorn ;Ventures
;;;;;;;Zishaan Hayath, Rahul Khanna & Others;Zishaan ;Hayath, Rahul Khanna & Others
;;;;;;;Nexus Venture Partners, Knoll Ventures and others;Nexus ;Venture Partners, Knoll Ventures and others
;;;;;;;Jungle Ventures;Jungle ;Ventures
;;;;;;;Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal;Kunal ;Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal
;;;;;;;ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures;ah! ;Ventures, Viktor Koenig PE Fund, Mantra Ventures
;;;;;;;Alibaba, Foxconn, Softbank;Alibaba, ;Foxconn, Softbank
;;;;;;;Mohandas Pai & others;Mohandas ;Pai & others
;;;;;;;Alok Mittal;Alok ;Mittal
;;;;;;;;;
;;;;;;;;;
;;;;;;;Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal;Alok ;Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal
;;;;;;;SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India;SoftBank ;Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India
;;;;;;;Infuse Ventures;Infuse ;Ventures
;;;;;;;Sequoia Capital, Accel Partners;Sequoia ;Capital, Accel Partners
;;;;;;;Orios Venture Partners, Zishaan Hayath;Orios ;Venture Partners, Zishaan Hayath
;;;;;;;Kunal Bajaj, Chandru Badrinarayanan;Kunal ;Bajaj, Chandru Badrinarayanan
;;;;;;;Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra;Rebright ;Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra
;;;;;;;Tiger Global Management, Orios Venture Partners;Tiger ;Global Management, Orios Venture Partners
;;;;;;;Helion Venture Partners, Kalaari Capital;Helion ;Venture Partners, Kalaari Capital
;;;;;;;BedRock Ventures, Rajesh Sawhney, Shailesh Singh;BedRock ;Ventures, Rajesh Sawhney, Shailesh Singh
;;;;;;;Sachin Bhatia, Rajesh Sawhney;Sachin ;Bhatia, Rajesh Sawhney
;;;;;;;Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan;Ramesh ;Jogani, Shailesh Viswanathan, Jay Srinivasan
;;;;;;;Tracxn Labs;Tracxn ;Labs
;;;;;;;Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave;Ravi ;Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave
;;;;;;;Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners;Sofina, ;Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners
;;;;;;;Sanjay Sethi, Ravi Jaipuria & others;Sanjay ;Sethi, Ravi Jaipuria & others
;;;;;;;CCube Angels, Frontline Strategy;CCube ;Angels, Frontline Strategy
;;;;;;;Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture;Chennai ;Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture
;;;;;;;Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings;Horizons ;Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings
;;;;;;;Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita;Inflexionpoint, ;Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita
;;;;;;;YouWeCan Ventures;YouWeCan ;Ventures
;;;;;;;Wealth First, Ashneer Grover, Atul Phadnis;Wealth ;First, Ashneer Grover, Atul Phadnis
;;;;;;;responsAbility Investments, Infuse Ventures;responsAbility ;Investments, Infuse Ventures
;;;;;;;Bedrock Ventures;Bedrock ;Ventures
;;;;;;;Best Foodworks;Best ;Foodworks
;;;;;;;Nihon Kotsu,;Nihon ;Kotsu,
;;;;;;;Neha Vats, Gaurav Vats;Neha ;Vats, Gaurav Vats
;;;;;;;B M Gupta, Vinod Singhal;B ;M Gupta, Vinod Singhal
;;;;;;;QPrize from Qualcomm Ventures;QPrize ;from Qualcomm Ventures
;;;;;;;Sequoia Capital;Sequoia ;Capital
;;;;;;;Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture;Girish ;Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture
;;;;;;;Reliance Capital Venture;Reliance ;Capital Venture
;;;;;;;Tiger Global Management;Tiger ;Global Management
;;;;;;;Helion Ventures, Jungle Ventures & Bessemer Venture Partners;Helion ;Ventures, Jungle Ventures & Bessemer Venture Partners
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Ajeet Khurana & Others;Ajeet ;Khurana & Others
;;;;;;;Zodius Technology Fund;Zodius ;Technology Fund
;;;;;;;;;
;;;;;;;Sequoia Capital, Lightspeed Ventures;Sequoia ;Capital, Lightspeed Ventures
;;;;;;;Bessemer Venture Partners;Bessemer ;Venture Partners
;;;;;;;Quintillion Media, 500 Startups;Quintillion ;Media, 500 Startups
;;;;;;;Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma;Accel ;Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma
;;;;;;;Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors;Amit ;Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors
;;;;;;;Accion, LeapFrog Investments, Lok Capital;Accion, ;LeapFrog Investments, Lok Capital
;;;;;;;LetsVenture, Mumbai Angels;LetsVenture, ;Mumbai Angels
;;;;;;;IDG Ventures;IDG ;Ventures
;;;;;;;Jitendra Gupta & others;Jitendra ;Gupta & others
;;;;;;;Gujarat based angel investors, MMY co-Founder;Gujarat ;based angel investors, MMY co-Founder
;;;;;;;Group of angel investors;Group ;of angel investors
;;;;;;;Nalin Jain & other angel investors;Nalin ;Jain & other angel investors
;;;;;;;Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay;Ratan ;Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay
;;;;;;;Intellecap Impact Investment Network, family office fund;Intellecap ;Impact Investment Network, family office fund
;;;;;;;Existing & New Investors;Existing ;& New Investors
;;;;;;;;;
;;;;;;;Rohit Goel;Rohit ;Goel
;;;;;;;Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik;Kunal ;Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik
;;;;;;;One97 Communications;One97 ;Communications
;;;;;;;Tiger Global;Tiger ;Global
;;;;;;;New Enterprise Associates, Orios Venture Partners;New ;Enterprise Associates, Orios Venture Partners
;;;;;;;NEA, Milliways Ventures, Naya Ventures;NEA, ;Milliways Ventures, Naya Ventures
;;;;;;;Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal;Rohit ;Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal
;;;;;;;NEA, Blume Ventures & others;NEA, ;Blume Ventures & others
;;;;;;;RoundGlass Partners;RoundGlass ;Partners
;;;;;;;Umesh Yadav;Umesh ;Yadav
;;;;;;;Unilazer Ventures;Unilazer ;Ventures
;;;;;;;Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar;Manish ;Dhingra, Ankush Nijhawa, Gaurav Bhatnagar
;;;;;;;;;
;;;;;;;Group of Angel Investors;Group ;of Angel Investors
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;ah! Ventures, Times Internet, Rudy Gopalakrishnan;ah! ;Ventures, Times Internet, Rudy Gopalakrishnan
;;;;;;;Orios Venture Partners, Amit Ranjan & others;Orios ;Venture Partners, Amit Ranjan & others
;;;;;;;The 1947;The ;1947
;;;;;;;Ajmera Group of Companies;Ajmera ;Group of Companies
;;;;;;;Prime Capital Markets Ltd;Prime ;Capital Markets Ltd
;;;;;;;India Quotient, Anupam Mittal & others;India ;Quotient, Anupam Mittal & others
;;;;;;;GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua;GrowX ;ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua
;;;;;;;DSG Consumer Partners, Saama Capital;DSG ;Consumer Partners, Saama Capital
;;;;;;;Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital;Norwest ;Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital
;;;;;;;Group of Angel Investors;Group ;of Angel Investors
;;;;;;;GHV Accelerator;GHV ;Accelerator
;;;;;;;India Quotient, LetsVenture investors, Lead Angels;India ;Quotient, LetsVenture investors, Lead Angels
;;;;;;;Infuse Ventures;Infuse ;Ventures
;;;;;;;Undisclosed Investor;Undisclosed ;Investor
;;;;;;;Group of Investors;Group ;of Investors
;;;;;;;Ravi Agarwal;Ravi ;Agarwal
;;;;;;;Ibibo Group;Ibibo ;Group
;;;;;;;Growx Ventures, Manish Singhal;Growx ;Ventures, Manish Singhal
;;;;;;;Rocket Internet;Rocket ;Internet
;;;;;;;Equentia Natural Resources;Equentia ;Natural Resources
;;;;;;;Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal;Li ;Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal
;;;;;;;Manish Singhal, P39 Capital & Others;Manish ;Singhal, P39 Capital & Others
;;;;;;;Aspada Investment Advisors, Qualcomm Ventures;Aspada ;Investment Advisors, Qualcomm Ventures
;;;;;;;Ratan Tata, Nikhil Vora & others;Ratan ;Tata, Nikhil Vora & others
;;;;;;;Delhivery, Tracxn Labs;Delhivery, ;Tracxn Labs
;;;;;;;Omnivore Partners;Omnivore ;Partners
;;;;;;;The Chennai Angels, IDG Ventures India;The ;Chennai Angels, IDG Ventures India
;;;;;;;Bessemer Ventures, Kae Capital;Bessemer ;Ventures, Kae Capital
;;;;;;;ah! Ventures, Vivek Joshi, Mohit Satyanand & others;ah! ;Ventures, Vivek Joshi, Mohit Satyanand & others
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;IFC, Axon Partners, Intel Capital;IFC, ;Axon Partners, Intel Capital
;;;;;;;Amazon, Fidelity Growth Partners, Mousse Partners;Amazon, ;Fidelity Growth Partners, Mousse Partners
;;;;;;;SAIF Partners;SAIF ;Partners
;;;;;;;Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna;Rajan ;Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna
;;;;;;;Tiger Global;Tiger ;Global
;;;;;;;Vijay Shekhar Sharma;Vijay ;Shekhar Sharma
;;;;;;;Gokul Jaykrishna, Brand Capital;Gokul ;Jaykrishna, Brand Capital
;;;;;;;Rebright Partners, Tracxn Labs, Aneesh Reddy;Rebright ;Partners, Tracxn Labs, Aneesh Reddy
;;;;;;;Powai Lake Ventures, Ajeet Khurana & others;Powai ;Lake Ventures, Ajeet Khurana & others
;;;;;;;Group of angel investors;Group ;of angel investors
;;;;;;;Pravin Agarwala & others;Pravin ;Agarwala & others
;;;;;;;Sofina, Hillhouse Capital;Sofina, ;Hillhouse Capital
;;;;;;;Atulya Mittal;Atulya ;Mittal
;;;;;;;Mangroves Capital Partners, Vikas Saxena;Mangroves ;Capital Partners, Vikas Saxena
;;;;;;;DMG information Asia Pacific;DMG ;information Asia Pacific
;;;;;;;Powai Lake Ventures, Globeinvestor, Abhishekh Goyal;Powai ;Lake Ventures, Globeinvestor, Abhishekh Goyal
;;;;;;;DSG Consumer Partners, Siddharth Parekh;DSG ;Consumer Partners, Siddharth Parekh
;;;;;;;Jaydeep Barman;Jaydeep ;Barman
;;;;;;;Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest;Tiger ;Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest
;;;;;;;Sunrise Capital GmBH, Big Data Investments B.V;Sunrise ;Capital GmBH, Big Data Investments B.V
;;;;;;;Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock;Helion ;Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock
;;;;;;;Not Disclosed;Not ;Disclosed
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Mirah Hospitality;Mirah ;Hospitality
;;;;;;;Accel Partners;Accel ;Partners
;;;;;;;Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta;Saama ;Capital, Mayfield, Ashvin Chadha, Shailesh Mehta
;;;;;;;Tiger Global Management, Ratan Tata, Nexus Venture Partners;Tiger ;Global Management, Ratan Tata, Nexus Venture Partners
;;;;;;;Sequoia Capital, Empire Angels, NGP;Sequoia ;Capital, Empire Angels, NGP
;;;;;;;\\xc2\\xa0Tiger Global;\\xc2\\xa0Tiger ;Global
;;;;;;;\\xc2\\xa0IvyCap Ventures, Accel Partners, Dragoneer Investment Group;\\xc2\\xa0IvyCap ;Ventures, Accel Partners, Dragoneer Investment Group
;;;;;;;\\xc2\\xa0 Sandeep Aggarwal, Teruhide Sato;\\xc2\\xa0 ;Sandeep Aggarwal, Teruhide Sato
;;;;;;;\\xc2\\xa0Rajeev Saraf, Arvind Jha, R. Satya Narayanan;\\xc2\\xa0Rajeev ;Saraf, Arvind Jha, R. Satya Narayanan
;;;;;;;\\xc2\\xa0Indian Angel Network;\\xc2\\xa0Indian ;Angel Network
;;;;;;;\\xc2\\xa0LetsVenture, Kumar Bansal, Kshitij Jain;\\xc2\\xa0LetsVenture, ;Kumar Bansal, Kshitij Jain
;;;;;;;;;
;;;;;;;\\xc2\\xa0Forum Synergies PE Fund;\\xc2\\xa0Forum ;Synergies PE Fund
;;;;;;;\\xc2\\xa0Goldman Sachs;\\xc2\\xa0Goldman ;Sachs
;;;;;;;\\xc2\\xa0Palaash Ventures;\\xc2\\xa0Palaash ;Ventures
;;;;;;;Accel Partners, Helion Venture Partners;Accel ;Partners, Helion Venture Partners
;;;;;;;Atul Jalan;Atul ;Jalan
;;;;;;;Ritesh Veera, Singapore Angel Network, Orios Venture Partners,;Ritesh ;Veera, Singapore Angel Network, Orios Venture Partners,
;;;;;;;HR Technology fund;HR ;Technology fund
;;;;;;;;;
;;;;;;;Tamarind Family Private Trust;Tamarind ;Family Private Trust
;;;;;;;Softbank, Sequoia Capital;Softbank, ;Sequoia Capital
;;;;;;;Jungle Ventures;Jungle ;Ventures
;;;;;;;Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat;Anupam ;Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat
;;;;;;;Sequoia Capital, Nexus Venture Partners, Blume Ventures;Sequoia ;Capital, Nexus Venture Partners, Blume Ventures
;;;;;;;Pradyumna Dalmia, Sudhir Rao & Others;Pradyumna ;Dalmia, Sudhir Rao & Others
;;;;;;;Snow Leopard Technology Ventures;Snow ;Leopard Technology Ventures
;;;;;;;Sumit Gandhi, Manish Gandhi;Sumit ;Gandhi, Manish Gandhi
;;;;;;;Tiger Global, Orios Venture Partners.;Tiger ;Global, Orios Venture Partners.
;;;;;;;Catamaran Ventures, New India Investment Corporation;Catamaran ;Ventures, New India Investment Corporation
;;;;;;;Tracxn Labs, Deepak Singh;Tracxn ;Labs, Deepak Singh
;;;;;;;Mumbai Angels, Vriddhi Fund, Others;Mumbai ;Angels, Vriddhi Fund, Others
;;;;;;;Exfinity Venture Partners;Exfinity ;Venture Partners
;;;;;;;India Value Fund Advisors;India ;Value Fund Advisors
;;;;;;;Flipkart, Tiger Global;Flipkart, ;Tiger Global
;;;;;;;Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank;Falcon ;Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank
;;;;;;;Jayant Bokadia;Jayant ;Bokadia
;;;;;;;IDG Ventures India;IDG ;Ventures India
;;;;;;;Sequoia Capital;Sequoia ;Capital
;;;;;;;;;
;;;;;;;Exfinity Venture Partners;Exfinity ;Venture Partners
;;;;;;;AB Kinnevik, Falcon Edge Capital, Coatue Management;AB ;Kinnevik, Falcon Edge Capital, Coatue Management
;;;;;;;YourWeCan Ventures;YourWeCan ;Ventures
;;;;;;;Lightspeed India;Lightspeed ;India
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Fidelity Growth Partners;Fidelity ;Growth Partners
;;;;;;;Accel Partners;Accel ;Partners
;;;;;;;Lightspeed Venture Partners;Lightspeed ;Venture Partners
;;;;;;;growX ventures,\\xc2\\xa0 Manish Singhal;growX ;ventures,\\xc2\\xa0 Manish Singhal
;;;;;;;Varun Agarwal & Others;Varun ;Agarwal & Others
;;;;;;;Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.;Goldman ;Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.
;;;;;;;Steadview Capital and existing investors;Steadview ;Capital and existing investors
;;;;;;;Accel Partners, Traxcn Labs & Others;Accel ;Partners, Traxcn Labs & Others
;;;;;;;Sandeep Parwal, Krishan Gupta & Others;Sandeep ;Parwal, Krishan Gupta & Others
;;;;;;;IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai;IDG ;Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai
;;;;;;;Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others;Sachin ;and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others
